GEOID,State,EDCost,PMPM,ED,HO,PO,WhitePop,BlackPop,OtherPop,HealthyPop,ChronicPop,ComplexPop,Unemployment,Income,Poverty,Education,Urbanicity,Accessibility,Availability,RankingsPCP,RankingsFood,RankingsHousing,RankingsExercise,RankingsSocial,ProvDensity
1015001000,AL,81440.72051,4456,1285,91,850,53.4304721,38.7651873,7.804340608,54.61162078,14.95343147,30.43494776,6.1,52051,5.6,31.1,Urban,9.303930254,0.518476175,67.35097531,7,14,41,14.7,0.8042
1015000600,AL,81748.65097,3712,1253,90,840,42.47787611,52.84450063,4.677623262,50.52732502,14.73314158,34.7395334,28.3,16875,48.8,4.8,Urban,0.528077868,0.158958033,67.35097531,7,14,41,14.7,0.8361
1121010101,AL,77214.23316,4612,1154,99,924,65.98216371,25.35699219,8.660844091,52.46860647,16.28800468,31.24338884,7.9,56287,7.6,26.3,Urban,9.995145946,0.46338054,31.79961351,7,13,43,11.9,0.7882
1015001100,AL,142086.9592,8105,2103,181,1686,65.05700104,25.64620211,9.296796849,53.16066554,15.90194041,30.93739406,13.5,47652,6.9,20.3,Urban,10.21225107,0.538577908,67.35097531,7,14,41,14.7,0.7882
1015001700,AL,120192.3176,5631,1813,123,1262,65.36869204,29.33600833,5.295299629,51.70164667,15.57144763,32.72690569,9.7,57500,6,15.7,Urban,10.02362016,0.509807644,67.35097531,7,14,41,14.7,0.9518
1015001800,AL,119744.1339,6492,1936,140,1624,75.71564443,19.17213339,5.112222184,50.05700268,15.65210852,34.29088881,11.1,38333,19.6,11.1,Urban,11.08221993,0.603617981,67.35097531,7,14,41,14.7,0.975
1015002000,AL,98260.37228,5474,1593,108,1126,56.3129454,36.48075119,7.206303414,53.91826477,15.23666253,30.8450727,9.9,55673,14.7,20.5,Urban,16.71002433,0.624536993,67.35097531,7,14,41,14.7,0.8176
1015000900,AL,51222.49662,2789,814,56,526,52.19414894,40.15957447,7.646276596,54.76793249,14.85232068,30.37974684,10.8,60000,3.6,39.7,Urban,10.59351401,0.388541306,67.35097531,7,14,41,14.7,0.8284
1029959600,AL,79001.88777,5114,1226,133,1236,85.87903019,9.196870896,4.924098911,45.38397833,16.92113295,37.69488872,15.8,34142,13.9,13.9,Urban,6.398339561,0.539916916,20.22653722,8,14,28,8.8,0.8282
1015002501,AL,88583.03159,4974,1316,88,1171,83.37559146,11.2966018,5.327806738,52.27997809,15.49942351,32.22059841,8.8,47703,16.8,13.4,Urban,11.98809471,0.534334092,67.35097531,7,14,41,14.7,0.9562
1027959100,AL,52165.12075,3869,812,73,1114,78.32819189,16.09984281,5.571965294,45.87761582,17.17410225,36.94828194,9.4,36138,15.8,6.9,Rural,22.70460057,0.917697228,37.21622627,7,14,21,8.9,0.8039
1029959700,AL,70759.88861,4512,1072,117,1097,86.98342513,7.949700588,5.066874278,45.9677069,16.32696954,37.70532356,9.4,37288,9.4,4.2,Urban,13.72391743,0.664225673,20.22653722,8,14,28,8.8,0.8996
1111000100,AL,95247.08539,4484,1184,96,879,72.76688597,21.16161091,6.071503127,47.39014881,15.47678771,37.13306347,2.8,34336,10.4,7.8,Urban,25,1,35.28114664,7,13,15,10.1,1.1054
1029959500,AL,48843.27238,3124,756,61,801,94.64386377,1.767895126,3.588241107,47.49359554,15.23297575,37.27342871,14.1,40233,10.9,5.7,Urban,24.19308048,0.960857488,20.22653722,8,14,28,8.8,0.7771
1109188900,AL,102822.1596,7175,1686,133,1380,23.80073801,71.72509225,4.474169742,52.42825607,13.18984547,34.38189845,14.8,20417,26.2,17.4,Suburban,9.889980387,0.373547373,48.21891387,6,20,31,8.7,0.6727
1029959800,AL,86990.18414,4914,1421,97,921,93.64306885,2.814237953,3.5426932,51.49716538,13.01820391,35.48463072,11.5,44281,13.4,11.9,Suburban,24.41274954,0.955400342,20.22653722,8,14,28,8.8,0.845
1015002400,AL,71781.66315,4773,1284,80,1061,73.77882899,20.78371653,5.437454484,54.36960566,15.68832099,29.94207334,9.6,53038,9.5,16,Urban,10.83059784,0.41975783,67.35097531,7,14,41,14.7,1.0076
1015002103,AL,81767.5985,5850,1488,93,1087,68.97605706,25.01273561,6.011207336,57.92880259,14.49838188,27.57281553,13.7,39397,24,20.2,Urban,0.90324,0.302829136,67.35097531,7,14,41,14.7,1.006
1015002300,AL,98915.90315,5663,1717,107,1731,89.01155842,7.372257499,3.616184078,43.08677997,19.47244263,37.4407774,13.2,33900,19.5,8.1,Urban,22.65304556,0.913770624,67.35097531,7,14,41,14.7,1.0744
1015002101,AL,65022.28152,4652,1183,74,864,68.97605706,25.01273561,6.011207336,57.92880259,14.49838188,27.57281553,20.1,10671,30.9,17.7,Urban,7.241686913,0.435885949,67.35097531,7,14,41,14.7,1.0133
1015002200,AL,87621.4271,5053,1523,95,1523,87.9987645,8.263983078,3.737252424,43.83704372,19.22100403,36.94195226,10.1,33466,7.1,11.9,Urban,20.6272204,0.844014939,67.35097531,7,14,41,14.7,1.0519
1015002102,AL,43312.40695,3099,788,49,576,68.97605706,25.01273561,6.011207336,57.92880259,14.49838188,27.57281553,5.7,55337,5.6,44.7,Urban,7.6059462,0.471294637,67.35097531,7,14,41,14.7,1.0225
1111000300,AL,84413.10669,4885,1081,97,906,60.03243959,32.80916831,7.1583921,50.05101806,15.33616182,34.61282012,9.9,36797,15.4,17.8,Urban,23.02725118,0.929023983,35.28114664,7,13,15,10.1,0.7258
1111000600,AL,28540.41364,2306,478,44,471,56.93061702,36.69577388,6.373609101,45.03995075,17.0796745,37.88037475,12.7,39063,12.7,20.6,Rural,17.11328684,0.746971258,35.28114664,7,13,15,10.1,0.6866
1111000400,AL,81798.03252,6287,1134,137,925,57.67958548,39.25953172,3.060882801,48.91463611,17.16660995,33.91875394,18,34629,21.5,10.6,Rural,11.70859355,0.606257702,35.28114664,7,13,15,10.1,0.6579
1111000200,AL,97793.5811,3267,1069,70,551,82.71432592,14.01207397,3.273600108,44.03572632,15.88621674,40.07805694,9.9,39851,8.2,11.9,Rural,13.9861861,0.707254712,35.28114664,7,13,15,10.1,0.7289
1111000500,AL,98370.64067,7561,1364,165,1112,57.68005099,39.26067559,3.059273423,48.91666667,17.16666667,33.91666667,9.4,32563,23.2,9.9,Rural,5.74222436,0.45535068,35.28114664,7,13,15,10.1,0.6494
1017953800,AL,92459.19789,5304,1234,93,1233,49.48249459,45.54986056,4.967644855,42.92165786,16.51779017,40.56055197,16.7,34271,11.8,5.8,Suburban,23.77561078,0.946540019,38.16345702,6,17,34,18.5,0.7209
1087231800,AL,71014.21007,3231,729,61,518,5.181623932,92.09401709,2.724358974,53.02631579,13.35526316,33.61842105,1.5,26136,16.2,25.6,Rural,7.619465149,0.431352701,43.8276114,4,19,51,8.3,0.8884
1069040600,AL,64644.75499,3022,787,53,627,30.31255013,64.26762256,5.419827311,54.64478738,14.42330695,30.93190567,15.9,14673,46,3.7,Urban,8.857105151,0.457828608,75.43374403,7,13,32,13.2,1.2535
1069041900,AL,202027.2434,8601,2431,181,2255,69.42675286,25.45971399,5.113533149,46.96181684,14.36621509,38.67196808,7.6,40941,11.5,12.8,Urban,10.96920807,0.483694706,75.43374403,7,13,32,13.2,1.3192
1069041200,AL,77849.38603,3172,917,60,702,48.53704578,45.58754129,5.875412931,53.36582394,14.07249467,32.56168139,15.2,17361,28.9,4.4,Urban,11.25338967,0.523768147,75.43374403,7,13,32,13.2,1.2619
1069040400,AL,61651.77023,3010,759,52,613,25.2929477,69.41270767,5.294344624,54.99705436,14.51993175,30.48301389,4.8,56219,8.9,45.7,Urban,1.213193065,0.316867432,75.43374403,7,13,32,13.2,1.2408
1069041400,AL,79506.86951,3901,981,67,792,24.71841167,70.00160626,5.279982067,55.0373743,14.53099127,30.43163443,12.3,19594,31.6,9.3,Urban,2.182663707,0.354425587,75.43374403,7,13,32,13.2,1.2668
1069042000,AL,142549.5115,6115,1666,114,1437,60.9684291,33.25541888,5.776152016,49.46411437,15.34934495,35.18654069,3.8,42917,10.5,10.9,Urban,21.08043104,0.738598305,75.43374403,7,13,32,13.2,1.3597
1069040800,AL,200977.5601,8879,2411,171,1889,55.91820704,38.45326844,5.628524519,51.18641155,15.56572462,33.24786383,6.9,42156,12.3,14.4,Urban,9.799587076,0.497942005,75.43374403,7,13,32,13.2,1.2669
1069040201,AL,80675.02231,5949,1122,123,1023,75.28705976,19.73227385,4.980666397,45.467431,19.48409871,35.04847028,3.5,75889,2.1,36.4,Urban,0.379758,0.182142107,75.43374403,7,13,32,13.2,1.2285
1069040900,AL,137450.081,5601,1619,106,1239,48.53704578,45.58754129,5.875412931,53.36582394,14.07249467,32.56168139,8.4,44347,11.3,17.9,Urban,10.91710109,0.552006891,75.43374403,7,13,32,13.2,1.2817
1069042100,AL,208085.512,8921,2473,169,1980,55.64491714,38.36959874,5.985484113,51.41096971,14.83759566,33.75143463,9.9,51556,8.3,12.5,Urban,20.28005321,0.696782635,75.43374403,7,13,32,13.2,1.2897
1069041100,AL,109316.6808,4455,1287,84,986,48.53704578,45.58754129,5.875412931,53.36582394,14.07249467,32.56168139,12.4,34667,18.3,11.8,Urban,10.65184098,0.480007889,75.43374403,7,13,32,13.2,1.2683
1069041000,AL,135753.8883,5532,1599,105,1224,48.53704578,45.58754129,5.875412931,53.36582394,14.07249467,32.56168139,8.8,29844,27.4,8.1,Urban,6.199921789,0.482664165,75.43374403,7,13,32,13.2,1.2718
1069040500,AL,106099.7639,4324,1250,82,957,48.53704578,45.58754129,5.875412931,53.36582394,14.07249467,32.56168139,9.8,42319,8,31.7,Urban,1.311108099,0.295995412,75.43374403,7,13,32,13.2,1.2472
1061050600,AL,89941.0109,4705,1143,91,1025,74.94456598,18.20204192,6.853392106,46.22520917,16.5559946,37.21879623,6.7,46250,13.5,8.9,Urban,13.2314673,0.446234913,18.56596487,8,14,20,8.9,1.2801
1069040700,AL,71474.04209,2913,842,55,645,48.53704578,45.58754129,5.875412931,53.36582394,14.07249467,32.56168139,10.3,35063,17.2,12.6,Urban,2.503569405,0.279418298,75.43374403,7,13,32,13.2,1.255
1069040100,AL,81141.34175,4482,1117,76,967,70.74611626,23.48988658,5.76399716,47.47056335,16.80466585,35.72477079,4.5,42273,12.4,20.5,Urban,11.72907114,0.397716977,75.43374403,7,13,32,13.2,1.2187
1069041600,AL,123799.8158,5804,1549,109,1385,43.97467777,51.20402878,4.82129345,50.90021796,13.74953172,35.35025033,5.9,38861,12.3,11.7,Urban,11.55751838,0.487114448,75.43374403,7,13,32,13.2,1.2847
1069041500,AL,95994.55016,4737,1180,81,971,25.4536118,69.31233851,5.234049694,54.82373001,14.62924827,30.54702172,12.3,27952,28.6,15.1,Urban,11.33439597,0.513174264,75.43374403,7,13,32,13.2,1.2545
1069040302,AL,71656.44839,3520,884,60,715,24.60717462,70.11562407,5.277201304,55.04518072,14.53313253,30.42168675,8.8,38854,19.3,16.4,Urban,8.573950325,0.445607687,75.43374403,7,13,32,13.2,1.225
1045021400,AL,150902.905,7256,2096,134,1756,49.50240974,45.29180913,5.20578113,52.03592255,14.70463298,33.25944447,10.4,38682,18,14.2,Urban,13.28168292,0.47202676,23.78875585,7,11,21,12.3,1.187
1069040301,AL,94634.49858,4648,1168,79,944,24.60717462,70.11562407,5.277201304,55.04518072,14.53313253,30.42168675,8.5,35949,12.4,19.2,Urban,9.937324914,0.507840372,75.43374403,7,13,32,13.2,1.225
1067030500,AL,127418.4405,7075,1357,126,1832,46.44401431,49.38851413,4.167471561,49.24556171,17.05551626,33.69892203,11.8,51021,10,23.7,Urban,19.15018028,0.714461372,28.9234685,8,12,30,17.4,1.2697
1069040202,AL,163953.4151,8233,2072,144,1694,33.6373117,61.1232841,5.239404201,53.57561632,15.15065579,31.27372789,2.5,69860,2.4,40.9,Urban,0.507131,0.182142107,75.43374403,7,13,32,13.2,1.2181
1067030100,AL,20951.10651,2074,305,17,331,38.99135757,57.8119915,3.196650934,46.27970545,18.27818001,35.44211454,20.6,37724,17,10.2,Urban,22.33785807,0.887550469,28.9234685,8,12,30,17.4,1.0066
1067030600,AL,17311.71077,1559,242,22,316,50.8523005,44.89944583,4.248253671,47.21887636,17.94709011,34.83403353,9.6,38571,20.6,7.8,Urban,25,1,28.9234685,8,12,30,17.4,1.3609
1067030200,AL,38436.53875,4110,594,54,620,42.7486394,53.64013679,3.611223812,40.70467497,20.2824209,39.01290413,19.1,26903,16.5,17.5,Urban,12.29928355,0.580263964,28.9234685,8,12,30,17.4,1.0834
1045020100,AL,80631.3859,4677,1286,81,1062,62.77150867,32.74921486,4.479276465,46.32371991,16.56694802,37.10933208,10.6,45568,11.2,14.8,Suburban,11.52413985,0.756902129,23.78875585,7,11,21,12.3,0.987
1031010300,AL,68217.28652,3826,1269,74,1016,67.3447888,25.28080558,7.37440562,46.6880471,15.8964005,37.4155524,7.5,43375,13.3,20.9,Suburban,12.36707426,0.434246045,42.92515414,7,12,19,15.8,0.8491
1069041700,AL,23637.52948,1635,305,25,396,63.55364124,32.55613748,3.890221278,50.91162977,17.7035238,31.38484643,3.7,24855,17.5,7.2,Urban,24.07836453,0.952550425,75.43374403,7,13,32,13.2,1.3834
1069041800,AL,74594.53129,3382,988,57,892,49.92826813,45.80510568,4.266626184,48.62256363,15.91200881,35.46542756,5.7,36776,9.5,6.4,Urban,24.57556947,0.977105589,75.43374403,7,13,32,13.2,1.4638
1061050400,AL,123101.7638,7690,1809,142,1599,79.85462932,15.65728297,4.488087716,44.27611686,15.34425623,40.37962691,9.8,33319,12.1,10,Urban,23.06735412,0.935328711,18.56596487,8,14,20,8.9,1.2689
1045020200,AL,30062.40762,1403,327,27,306,61.60166272,34.14679872,4.251538555,47.5158348,16.9064766,35.57768859,2.5,57542,3.1,16.9,Urban,22.91097265,0.936746354,23.78875585,7,11,21,12.3,1.2521
1031010700,AL,32436.64539,2165,589,46,560,67.61051714,25.88551131,6.50397155,48.41028557,16.48117423,35.1085402,4.1,42500,12.6,8.8,Suburban,21.23609474,0.762075201,42.92515414,7,12,19,15.8,0.8095
1061050200,AL,27040.83269,1994,416,34,476,79.58135798,17.9631206,2.455521416,49.33224317,19.18447517,31.48328167,7.2,37135,14.5,11.8,Urban,20.22525996,0.726852436,18.56596487,8,14,20,8.9,0.9848
1031010800,AL,32141.89251,1890,516,34,444,60.80022549,31.80590827,7.393866235,52.91457776,17.14903047,29.93639177,5.3,57601,6.5,23.3,Suburban,11.90391576,0.47555554,42.92515414,7,12,19,15.8,1.012
1061050100,AL,107336.1628,7210,1676,151,1890,79.74112091,15.26700218,4.991876911,45.76644902,16.37738768,37.8561633,9.6,26016,17.6,8.3,Rural,20.4567432,0.853509675,18.56596487,8,14,20,8.9,0.8126
1045020000,AL,8730.051835,444,131,7,99,58.57536047,19.06606699,22.35857253,86.16023318,1.016286645,12.82348018,17.7,50212,4.2,27.9,Suburban,11.8997628,0.498662085,23.78875585,7,11,21,12.3,1.1604
1045021300,AL,77598.1087,3784,1131,67,959,70.90091697,23.33003537,5.769047658,49.19948907,15.05632391,35.74418702,8.4,48732,6.4,18.3,Urban,16.72235068,0.592678637,23.78875585,7,11,21,12.3,1.1893
1045021200,AL,49856.45354,2784,855,51,696,59.60030043,29.77128005,10.62841951,51.31881703,14.98308679,33.69809618,6.1,42500,17.3,18.8,Suburban,16.31869006,0.587442296,23.78875585,7,11,21,12.3,1.2062
1045021101,AL,60296.24181,3388,1043,64,840,52.99816186,35.77172695,11.23011119,53.14019268,14.76667603,32.09313129,10.5,53173,14.1,19.2,Suburban,11.49901825,0.486403097,23.78875585,7,11,21,12.3,1.1161
1045021102,AL,77303.6267,4315,1326,79,1079,60.11627907,29.30232558,10.58139535,51.17647059,15,33.82352941,9,47963,13.3,14.2,Suburban,13.55085441,0.461239626,23.78875585,7,11,21,12.3,1.2062
1031010400,AL,45592.1057,2946,896,74,759,61.23472763,34.86162322,3.903649144,47.52001603,17.75822323,34.72176075,10.1,36276,10.5,14.3,Suburban,19.10016735,0.692080648,42.92515414,7,12,19,15.8,0.8178
1031010600,AL,17322.84594,1726,358,34,426,88.29048775,7.99817082,3.711341433,46.82352781,19.58851838,33.58795382,6.3,37500,12.7,7.7,Rural,11.01831195,0.651180686,42.92515414,7,12,19,15.8,0.8205
1031011100,AL,23785.40186,1343,414,26,331,49.16056823,39.25957813,11.57985364,54.19889503,14.64088398,31.16022099,7.8,37808,12.2,26.2,Suburban,0.93985542,0.31549547,42.92515414,7,12,19,15.8,0.9663
1031011201,AL,84044.78471,4745,1463,91,1171,49.16056823,39.25957813,11.57985364,54.19889503,14.64088398,31.16022099,1.1,79698,5.7,39.7,Suburban,1.930088,0.25038355,42.92515414,7,12,19,15.8,0.9542
1031011202,AL,94664.07974,5345,1648,103,1318,49.16056823,39.25957813,11.57985364,54.19889503,14.64088398,31.16022099,9,51825,10.1,25.1,Suburban,1.516836874,0.223000907,42.92515414,7,12,19,15.8,1.0318
1031011000,AL,41203.77422,2327,717,45,574,49.16056823,39.25957813,11.57985364,54.19889503,14.64088398,31.16022099,9.7,34500,26.5,19.3,Suburban,1.34711779,0.294349297,42.92515414,7,12,19,15.8,0.9329
1031011300,AL,54642.75363,3085,951,59,761,49.16056823,39.25957813,11.57985364,54.19889503,14.64088398,31.16022099,13.7,18648,33.1,14,Suburban,1.683021,0.331873287,42.92515414,7,12,19,15.8,1.015
1031010900,AL,27651.09787,1561,481,30,385,49.16056823,39.25957813,11.57985364,54.19889503,14.64088398,31.16022099,9.4,33827,18.3,10.3,Suburban,1.76625,0.331873287,42.92515414,7,12,19,15.8,0.9751
1061050300,AL,159582.5302,9662,2414,188,2275,77.95640357,18.75801838,3.285578053,44.35284352,16.59302243,39.05413406,11.3,27425,28.1,8.2,Urban,17.89223678,0.786945807,18.56596487,8,14,20,8.9,0.8676
1061050500,AL,89743.91953,4782,1168,92,1052,76.6227145,16.53091392,6.846371582,45.6353632,15.73738179,38.62725501,5.8,42453,11.3,16,Urban,17.8559239,0.590336648,18.56596487,8,14,20,8.9,1.2807
1067030400,AL,54063.26055,2161,523,41,520,55.88181665,39.88574868,4.232434671,46.80551661,17.78722604,35.40725734,8.3,37337,13.1,10.8,Urban,21.89407111,0.652364762,28.9234685,8,12,30,17.4,1.3144
1045020300,AL,65911.79188,3048,956,62,752,54.44249775,40.69229817,4.865204081,46.51554916,15.6391326,37.84531824,11.8,45691,6.5,12.9,Urban,13.44997541,0.806161362,23.78875585,7,11,21,12.3,1.2065
1045020801,AL,95938.77357,4434,1391,90,1094,54.25131678,40.89541008,4.853273138,46.50951949,15.63916591,37.8513146,5.4,43542,6.5,15.4,Suburban,15.64226407,0.565371219,23.78875585,7,11,21,12.3,1.1786
1045020802,AL,112839.9045,5215,1636,106,1287,54.25131678,40.89541008,4.853273138,46.50951949,15.63916591,37.8513146,6,53036,7.6,20.6,Suburban,8.974420921,0.642400416,23.78875585,7,11,21,12.3,1.1786
1045020400,AL,69316.73041,3204,1005,65,790,54.25131678,40.89541008,4.853273138,46.50951949,15.63916591,37.8513146,4.2,55529,9.5,27,Urban,0.57595,0.672516728,23.78875585,7,11,21,12.3,1.13
1045020700,AL,109691.6546,5070,1591,103,1251,54.25131678,40.89541008,4.853273138,46.50951949,15.63916591,37.8513146,7.3,22598,24.7,9.8,Suburban,0.034745,0.672516728,23.78875585,7,11,21,12.3,1.1653
1045020500,AL,70421.37929,3255,1021,66,803,54.25131678,40.89541008,4.853273138,46.50951949,15.63916591,37.8513146,9.1,26108,27.4,17.8,Suburban,6.698578983,0.746634492,23.78875585,7,11,21,12.3,1.1742
1035960500,AL,116730.7711,6946,1991,211,3101,24.24639581,72.54259502,3.211009174,37.60683761,18.25951826,44.13364413,17.2,18185,30.1,8.7,Rural,13.53417986,0.629570694,38.51783376,5,14,3,11.6,0.8739
1035960600,AL,131282.5904,7775,2226,236,3464,24.93825583,71.86533473,3.196409436,37.5054057,18.27183981,44.22275449,17.8,23702,31.4,12.5,Rural,16.42156717,0.742331089,38.51783376,5,14,3,11.6,0.8191
1099075600,AL,40793.71967,2175,535,56,563,8.289554638,87.65068347,4.059761888,42.22634268,15.23156136,42.54209595,19.7,25375,37.1,15.7,Rural,25,1,35.39509778,5,16,50,13.3,0.924
1039962900,AL,5129.859007,425,93,6,136,75.90433514,19.0417733,5.053891565,42.37778195,22.78850963,34.83370843,6.7,40526,13.5,9.8,Rural,22.9325845,0.870275112,52.69397971,8,15,48,12.4,0.7826
1039962100,AL,32186.39212,2581,625,63,747,74.19401536,22.71624244,3.089742203,46.29514801,19.07859228,34.62625971,17.5,22458,29.2,6,Rural,8.043277131,0.454635358,52.69397971,8,15,48,12.4,0.7044
1053969800,AL,183091.2454,7413,2081,162,2309,61.80167203,33.37215519,4.826172787,45.39476795,16.9528239,37.65240815,12.4,25212,27.5,8.3,Rural,10.37927016,0.416432793,57.90387956,6,15,27,15,0.6426
1039961900,AL,57767.4264,4516,1124,113,1318,70.2260959,26.66473034,3.109173762,43.32952783,19.91923418,36.75123798,9.9,45667,10.8,27.9,Rural,13.00924153,0.589852263,52.69397971,8,15,48,12.4,0.6771
1039962300,AL,51673.22194,4452,997,102,1260,80.33108524,16.60922681,3.059687955,50.88198967,17.778395,31.33961534,4.1,49321,11.8,12.3,Rural,13.1101632,0.529951482,52.69397971,8,15,48,12.4,0.6784
1039961800,AL,74054.8717,5844,1440,145,1701,71.88012879,25.01879752,3.101073689,44.56575084,19.56881141,35.86543776,5.7,28210,34.6,13,Rural,7.963934374,0.442254286,52.69397971,8,15,48,12.4,0.6913
1039961700,AL,55031.80619,3732,1022,94,1158,86.88932202,9.324612635,3.78606534,44.53304617,17.79955928,37.66739454,15.7,32946,13.8,9.5,Rural,23.54394091,0.931070996,52.69397971,8,15,48,12.4,0.8188
1039962000,AL,81923.82213,6665,1589,161,1920,75.85141279,21.06696155,3.081625653,47.53388567,18.72745669,33.73865763,5.5,34186,16.4,23.4,Rural,12.28251374,0.534450447,52.69397971,8,15,48,12.4,0.6935
1099075700,AL,28308.56505,2470,410,8,494,30.15737974,66.10482702,3.73779324,48.83900421,17.12660295,34.03439284,23.8,25333,36.3,5.7,Rural,25,1,35.39509778,5,16,50,13.3,0.91
1053970300,AL,119267.608,3649,1511,93,752,70.58432965,24.44035597,4.975314386,45.04594386,16.12693166,38.82712448,9.8,29128,25.9,8.6,Rural,17.35266167,0.737174428,57.90387956,6,15,27,15,0.6875
1053970100,AL,123342.6174,4817,1382,112,1518,59.64598843,35.75795184,4.596059734,44.92759521,16.44514035,38.62726444,7.5,34776,9,26.2,Rural,6.461935426,0.466292467,57.90387956,6,15,27,15,0.7148
1053970400,AL,124571.943,3934,1260,84,873,40.78346764,53.17219757,6.044334786,46.21442041,15.77958202,38.00599757,8.5,34205,17.2,4,Rural,24.69941634,0.988146888,57.90387956,6,15,27,15,0.6535
1035960300,AL,50395.18104,3063,783,53,1126,48.15506779,47.01703192,4.827900287,44.45555629,17.45336312,38.09108059,9.5,40993,16.4,13.5,Rural,24.52393174,0.975788149,38.51783376,5,14,3,11.6,0.7437
1035960400,AL,86778.29393,4114,1106,107,1619,51.11356838,46.26717438,2.619257244,33.61202796,18.76111345,47.6268586,25.2,30028,16.2,10,Rural,20.76307832,0.81651802,38.51783376,5,14,3,11.6,0.8408
1053970200,AL,57055.40493,2201,634,51,681,60.22850925,35.03808487,4.733405876,45.72025052,16.28392484,37.99582463,11.6,19966,32,8.8,Rural,0.54259776,0.400120738,57.90387956,6,15,27,15,0.6864
1053969900,AL,155791.4512,5735,1806,136,1669,62.19938015,33.11451433,4.686105517,45.00727241,16.36443197,38.62829561,11,37259,16.6,13,Rural,12.83698362,0.53221086,57.90387956,6,15,27,15,0.7424
1131035200,AL,39338.4916,3675,647,70,1018,7.152115799,88.08284317,4.765041034,46.8960172,19.82860464,33.27537816,19.6,39338,21.5,6.7,Rural,25,1,34.99256408,2,18,6,8.7,0.4626
1025957800,AL,97513.26974,8127,1579,147,1117,30.01163923,66.5142447,3.474116071,48.99056346,15.88139879,35.12803775,12.2,24170,23.6,14.7,Rural,25,1,47.69285799,5,16,13,17.9,0.6586
1025957500,AL,16319.10767,1506,261,24,273,37.89399817,58.1836883,3.922313527,47.81508351,18.86295781,33.32195868,8.9,50500,4.7,12.8,Rural,20.42066117,0.809682889,47.69285799,5,16,13,17.9,0.6261
1101005102,AL,240140.0604,9150,2360,142,1666,19.83600156,75.9078485,4.256149941,60.51813472,9.896373057,29.58549223,20,35124,18.2,13.3,Urban,13.67939737,0.421596586,89.9417334,6,18,81,15.3,0.968
1039963000,AL,58427.8153,6190,1161,172,2154,84.5291609,10.98373536,4.487103743,37.36757987,18.66389253,43.9685276,11,27778,21.6,10.7,Urban,14.05883229,0.724601147,52.69397971,8,15,48,12.4,0.903
1099076100,AL,144186.6728,6724,2034,145,1729,41.92833259,53.7201438,4.351523617,42.39915458,16.01768934,41.58315608,10.4,29785,25.4,9.6,Rural,17.84129673,0.72586511,35.39509778,5,16,50,13.3,0.5518
1099076200,AL,25313.05394,1517,316,27,373,65.27500992,27.51501865,7.209971429,40.78745969,26.50984694,32.70269337,13.1,32804,2.5,2.2,Urban,16.70037437,0.738817944,35.39509778,5,16,50,13.3,0.6259
1099075900,AL,128628.0827,6615,1877,148,1611,37.62575098,58.13882998,4.235419046,43.49401918,17.41911677,39.08686405,9.5,37305,18.1,13,Rural,14.23595122,0.644099499,35.39509778,5,16,50,13.3,0.5439
1025957901,AL,65733.06707,5072,1061,94,1032,25.78354506,70.03479575,4.181659194,45.7211455,16.21782483,38.06102966,6.5,34076,13.7,13.5,Urban,13.73131469,0.705153454,47.69285799,5,16,13,17.9,0.6692
1039962800,AL,22274.16237,1641,457,38,433,76.99243224,19.97418312,3.033384633,42.76194971,20.43929198,36.79875831,6.4,34813,11.7,3.4,Urban,9.459451299,0.617064029,52.69397971,8,15,48,12.4,0.7608
1099075800,AL,38908.69369,2616,611,51,692,21.318774,74.67665158,4.004574418,44.32248978,19.24998155,36.42752866,28.3,21905,34.6,10.6,Rural,12.37781115,0.611277599,35.39509778,5,16,50,13.3,0.664
1099076000,AL,66966.23622,3641,988,83,863,34.99570077,60.79105761,4.213241617,44.32882414,18.31425598,37.35691988,12.1,24818,21.7,12.2,Rural,0.69554,0.429747719,35.39509778,5,16,50,13.3,0.5867
1053970700,AL,134401.4241,4199,1353,90,910,39.54685891,54.32543769,6.127703399,46.24584718,15.74750831,38.00664452,6.1,48692,2,21.3,Rural,12.18937816,0.670872267,57.90387956,6,15,27,15,0.6594
1053970600,AL,169794.5704,5305,1710,113,1149,39.54685891,54.32543769,6.127703399,46.24584718,15.74750831,38.00664452,18.9,22965,32.3,6.9,Rural,14.02574796,0.712190792,57.90387956,6,15,27,15,0.6666
1003010100,AL,260794.2443,5009,1207,83,1410,52.91907088,43.92271411,3.158215009,57.48968688,11.49040564,31.01990748,14.6,40326,6.7,13.6,Rural,19.00155169,0.641404782,73.37910792,8,13,58,11.6,0.5492
1053970500,AL,196073.4803,6109,1976,130,1348,41.23215056,52.69395469,6.07389475,46.42424676,15.65577838,37.91997486,18.2,30594,21.1,12.8,Rural,19.95524275,0.871468689,57.90387956,6,15,27,15,0.6154
1097005800,AL,82253.16809,6855,1296,133,980,45.50999797,39.18501335,15.30498868,59.17290317,12.6132323,28.21386453,10.4,36061,14,5.4,Urban,21.7362035,0.888254988,60.87897646,6,17,69,11.6,0.7684
1097005700,AL,83348.976,5036,1129,101,1128,71.59583721,22.90554119,5.498621601,58.82249291,11.46826555,29.70924154,4.8,62214,7.2,14.9,Urban,14.77858,0.565834148,60.87897646,6,17,69,11.6,1.1118
